n,times
10638,11855
10639,11937
10640,11845
10641,16214
10642,12021
10643,11999
10644,11884
10645,11973
10646,12024
10647,12202
10648,11965
10649,12034
10650,11925
10651,12121
10652,11981
10653,12097
10654,11908
10655,11800
10656,11861
10657,11937
10658,12059
10659,11902
10660,11988
10661,11883
10662,11911
10663,11969
10664,11858
10665,11995
10666,11883
10667,11962
10668,11918
10669,12074
10670,11905
10671,12128
10672,12157
10673,12162
10674,11828
10675,12117
10676,13074
10677,11978
10678,11970
10679,11999
10680,11845
10681,11952
10682,12025
10683,12075
10684,12042
10685,12030
10686,11886
10687,12071
10688,12097
10689,11964
10690,11951
10691,11957
10692,11938
10693,11942
10694,11875
10695,12054
10696,12112
10697,12179
10698,11873
10699,12080
10700,11910
10701,11992
10702,11961
10703,11969
10704,12025
10705,12058
10706,12023
10707,12139
10708,12040
10709,12038
10710,12048
10711,12087
10712,12170
10713,12124
10714,12007
10715,12002
10716,12153
10717,12051
10718,11932
10719,12199
10720,12061
10721,12011
10722,11993
10723,11991
10724,16264
10725,12205
10726,15969
10727,12024
10728,12098
10729,12276
10730,16371
10731,12223
10732,12297
10733,12099
10734,12209
10735,12301
10736,12013
10737,12226
10738,12404
10739,12165
10740,12269
10741,12221
10742,12284
10743,12385
10744,12324
10745,12034
10746,12185
10747,12247
10748,12154
10749,12170
10750,12079
10751,13748
10752,12159
10753,11995
10754,12064
10755,12032
10756,12213
10757,11997
10758,12061
10759,12083
10760,11902
10761,12103
10762,11961
10763,12057
10764,12394
10765,11989
10766,12181
10767,12063
10768,12010
10769,12207
10770,12111
10771,11977
10772,12076
10773,12029
10774,12060
10775,12156
10776,12336
10777,12272
10778,12380
10779,12514
10780,12574
10781,12224
10782,12064
10783,12405
10784,12091
10785,17960
10786,12306
10787,12158
10788,12574
10789,11979
10790,12069
10791,12211
10792,12361
10793,11932
10794,12246
10795,12085
10796,12068
10797,12169
10798,12378
10799,12145
10800,12194
10801,12120
10802,12349
10803,12042
10804,12078
10805,12068
10806,12128
10807,12197
10808,12076
10809,12181
10810,12195
10811,12196
10812,12347
10813,12328
10814,12139
10815,12085
10816,12196
10817,12188
10818,12092
10819,12204
10820,12134
10821,12155
10822,12285
10823,12120
10824,12216
10825,12128
10826,17215
10827,12199
10828,12216
10829,12267
10830,12263
10831,12218
10832,12128
10833,12076
10834,12162
10835,12087
10836,12061
10837,12054
10838,12167
10839,12189
10840,12434
10841,12192
10842,12090
10843,12180
10844,12143
10845,12180
10846,11977
10847,12089
10848,12130
10849,12162
10850,12150
10851,12339
10852,12199
10853,12406
10854,12161
10855,12174
10856,12489
10857,12271
10858,12438
10859,12635
10860,12320
10861,12424
10862,12175
10863,12274
10864,12282
10865,12324
10866,12175
10867,12145
10868,12208
10869,12342
10870,16119
10871,12318
10872,12317
10873,12256
10874,12185
10875,12214
10876,12176
10877,12064
10878,12193
10879,12200
10880,12254
10881,12206
10882,12224
10883,12214
10884,12339
10885,12189
10886,12204
10887,15836
10888,12254
10889,12189
10890,12285
10891,12612
10892,12237
10893,13022
10894,12467
10895,12163
10896,12245
10897,12485
10898,12200
10899,12590
10900,12375
10901,12388
10902,12331
10903,12308
10904,12180
10905,12372
10906,12192
10907,12293
10908,12334
10909,12332
10910,12292
10911,12372
10912,12313
10913,12382
10914,16182
10915,12343
10916,12725
10917,12332
10918,12461
10919,12493
10920,12309
10921,12446
10922,12411
10923,12310
10924,12270
10925,12648
10926,12428
10927,12356
10928,12560
10929,12233
10930,12308
10931,12409
10932,12347
10933,12366
10934,12358
10935,12291
10936,12607
10937,12281
10938,12461
10939,12290
10940,12361
10941,12414
10942,12203
10943,12247
10944,12481
10945,12402
10946,12458
10947,12312
10948,12334
10949,12414
10950,12316
10951,12403
10952,12437
10953,12320
10954,12399
10955,12346
10956,12215
10957,12303
10958,12316
10959,12357
10960,12321
10961,12346
10962,12309
10963,12386
10964,12293
10965,12178
10966,12290
10967,12305
10968,12354
10969,12569
10970,12460
10971,12370
10972,12422
10973,12498
10974,12566
10975,12485
10976,12446
10977,12369
10978,12370
10979,16118
10980,12494
10981,12433
10982,12301
10983,12388
10984,12383
10985,12371
10986,12513
10987,12550
10988,12357
10989,12458
10990,12421
10991,12414
10992,12288
10993,12200
10994,12257
10995,12244
10996,12507
10997,12346
10998,12315
10999,12623
11000,12487
11001,12467
11002,12374
11003,12339
11004,12964
11005,12282
11006,12313
11007,12415
11008,12428
11009,12392
11010,12554
11011,12365
11012,12460
11013,12349
11014,12587
11015,12437
11016,12508
11017,12531
11018,12439
11019,12356
11020,12360
11021,12459
11022,12338
11023,12625
11024,12468
11025,12409
11026,12543
11027,12399
11028,12548
11029,12335
11030,12349
11031,12329
11032,12244
11033,12400
11034,12248
11035,12378
11036,12518
11037,12401
11038,12413
11039,12413
11040,12323
11041,12381
11042,12519
11043,12585
11044,12519
11045,12576
11046,12601
11047,12645
11048,12496
11049,13774
11050,12563
11051,12296
11052,12481
11053,12610
11054,12503
11055,12467
11056,12471
11057,12438
11058,12542
11059,12446
11060,12384
11061,12613
11062,12473
11063,12506
11064,16474
11065,12758
11066,12540
11067,12386
11068,12560
11069,12636
11070,12394
11071,12561
11072,12549
11073,12523
11074,12450
11075,12908
11076,12460
11077,12382
11078,12450
11079,12285
11080,12264
11081,12380
11082,12288
11083,12402
11084,12313
11085,12362
11086,12320
11087,12395
11088,12539
11089,12318
11090,12428
11091,17793
11092,12522
11093,12559
11094,12379
11095,12405
11096,12560
11097,12401
11098,12400
11099,12359
11100,12348
11101,12442
11102,12389
11103,12424
11104,12509
11105,12375
11106,12561
11107,12541
11108,12531
11109,12467
11110,12519
11111,12584
11112,12343
11113,16266
11114,12537
11115,12650
11116,12398
11117,12498
11118,12458
11119,12359
11120,12447
11121,12464
11122,12447
11123,12659
11124,12762
11125,12604
11126,12951
11127,12794
11128,17102
11129,12852
11130,12570
11131,12667
11132,12710
11133,12587
11134,12627
11135,12573
11136,12445
11137,12458
11138,12472
11139,12698
11140,12499
11141,12537
11142,12651
11143,12858
11144,12721
11145,12563
11146,12541
11147,12872
11148,12583
11149,16066
11150,12824
11151,12629
11152,12545
11153,12585
11154,16743
11155,12637
11156,12478
11157,12680
11158,12515
11159,12515
11160,12440
11161,12766
11162,12626
11163,15643
11164,12568
11165,12522
11166,12484
11167,12466
11168,12611
11169,12653
11170,12593
11171,12686
11172,12643
11173,13071
11174,12511
11175,12559
11176,12698
11177,16800
11178,12735
11179,16631
11180,12588
11181,12558
11182,12534
11183,12572
11184,12798
11185,12848
11186,12864
11187,16177
11188,15895
11189,12657
11190,12731
11191,12768
11192,12809
11193,12707
11194,12540
11195,12558
11196,12714
11197,12668
11198,12676
11199,12538
11200,12425
11201,12580
11202,12512
11203,12625
11204,12445
11205,12717
11206,12566
11207,12720
11208,12539
11209,12660
11210,13240
11211,12745
11212,12616
11213,12713
11214,12644
11215,12848
11216,12675
11217,12609
11218,12684
11219,12593
11220,12747
11221,12857
11222,12706
11223,12881
11224,12581
11225,12778
11226,12586
11227,12625
11228,12905
11229,12567
11230,12646
11231,12670
11232,12677
11233,12593
11234,12691
11235,12734
11236,12576
11237,12685
11238,12458
11239,12792
11240,12505
11241,12742
11242,12631
11243,12596
11244,12546
11245,12672
11246,12565
11247,13073
11248,12645
11249,12850
11250,12763
11251,12599
11252,12588
11253,12531
11254,12641
11255,12646
11256,12548
11257,12554
11258,12624
11259,12629
11260,12557
11261,12651
11262,12681
11263,12943
11264,12651
11265,12902
11266,12656
11267,12788
11268,12711
11269,12440
11270,12622
11271,12841
11272,12684
11273,12775
11274,12791
11275,12623
11276,12880
11277,12784
11278,12675
11279,12840
11280,12901
11281,12658
11282,12837
11283,12804
11284,12870
11285,12525
11286,12720
11287,12720
11288,12594
11289,12895
11290,16590
11291,12726
11292,12961
11293,13128
11294,12708
11295,12694
11296,12863
11297,12562
11298,12882
11299,12747
11300,12802
11301,12839
11302,12573
11303,12705
11304,12606
11305,12658
11306,12684
11307,12686
11308,12620
11309,12691
11310,12842
11311,12879
11312,12589
11313,12738
11314,12797
11315,12667
11316,12732
11317,12918
11318,12845
11319,12804
11320,12630
11321,12683
11322,12818
11323,12792
11324,12594
11325,12687
11326,12702
11327,12711
11328,12703
11329,12870
11330,12672
11331,12659
11332,12740
11333,12797
11334,13053
11335,12874
11336,13085
11337,12791
11338,12832
11339,12839
11340,12793
11341,12990
11342,12798
11343,13130
11344,12811
11345,12776
11346,12782
11347,12838
11348,12658
11349,12736
11350,12730
11351,12845
11352,12884
11353,12794
11354,12919
11355,12730
11356,12757
11357,12931
11358,12724
11359,12778
11360,12718
11361,12590
11362,12649
11363,12594
11364,12666
11365,12665
11366,12671
11367,12804
11368,12966
11369,16645
11370,12837
11371,12816
11372,12800
11373,12751
11374,12920
11375,12932
11376,12964
11377,12727
11378,12917
11379,12852
11380,12749
11381,12836
11382,12767
11383,12786
11384,12707
11385,12726
11386,12846
11387,12783
11388,12827
11389,13044
11390,13123
11391,12879
11392,12813
11393,12752
11394,12868
11395,12826
11396,12678
11397,12890
11398,12837
11399,12951
11400,12908
11401,12758
11402,12840
11403,12883
11404,12745
11405,12718
11406,12753
11407,12656
11408,12992
11409,12926
11410,12794
11411,12821
11412,12847
11413,13311
11414,13006
11415,12983
11416,12965
11417,12849
11418,12840
11419,12875
11420,12882
11421,12971
11422,13063
11423,12912
11424,13027
11425,12860
11426,13228
11427,12764
11428,12925
11429,12934
11430,12854
11431,13017
11432,12949
11433,12828
11434,12983
11435,12917
11436,12982
11437,12943
11438,12843
11439,13084
11440,12787
11441,12855
11442,12756
11443,12819
11444,12959
11445,13042
11446,12971
11447,13043
11448,12953
11449,12981
11450,12765
11451,12936
11452,13017
11453,13036
11454,12906
11455,12879
11456,12906
11457,12825
11458,12882
11459,12747
11460,13062
11461,17584
11462,12919
11463,12962
11464,12882
11465,12912
11466,12951
11467,12948
11468,13390
11469,12855
11470,12851
11471,12748
11472,12875
11473,16434
11474,12943
11475,15988
11476,12926
11477,12870
11478,12873
11479,12933
11480,12944
11481,12861
11482,13009
11483,12908
11484,12832
11485,13099
11486,12883
11487,12861
11488,12993
11489,12876
11490,12955
11491,12879
11492,13038
11493,12935
11494,13061
11495,13014
11496,13012
11497,12908
11498,12912
11499,12912
11500,13029
11501,12925
11502,13063
11503,16817
11504,12797
11505,13018
11506,13230
11507,13100
11508,12791
11509,12885
11510,12797
11511,12891
11512,12828
11513,12827
11514,12953
11515,17761
11516,13124
11517,12952
11518,12921
11519,13037
11520,13007
11521,13070
11522,13257
11523,13084
11524,12961
11525,13048
11526,12917
11527,13103
11528,12995
11529,13231
11530,13148
11531,13228
11532,13295
11533,18218
11534,13171
11535,13116
11536,13066
11537,13194
11538,13189
11539,13589
11540,13001
11541,13017
11542,13071
11543,13029
11544,13031
11545,13145
11546,13016
11547,13108
11548,13158
11549,13201
11550,12989
11551,13180
11552,13130
11553,13189
11554,12978
11555,12977
11556,13307
11557,12915
11558,12987
11559,13276
11560,13168
11561,13164
11562,12963
11563,12995
11564,13171
11565,13163
11566,13046
11567,13011
11568,13040
11569,13164
11570,12992
11571,12997
11572,13115
11573,12997
11574,13140
11575,13066
11576,12997
11577,13129
11578,13016
11579,13192
11580,13609
11581,13164
11582,13036
11583,13072
11584,13199
11585,17687
11586,13100
11587,13255
11588,13086
11589,13199
11590,13138
11591,13155
11592,13303
11593,13059
11594,13113
11595,13474
11596,13548
11597,13296
11598,13303
11599,13296
11600,13164
11601,13307
11602,13059
11603,12876
11604,13035
11605,13116
11606,13019
11607,13166
11608,13115
11609,13119
11610,13104
11611,13213
11612,13032
11613,13107
11614,13112
11615,13106
11616,13513
11617,13136
11618,12973
11619,13065
11620,13255
11621,13347
11622,13087
11623,13182
11624,13072
11625,13093
11626,12964
11627,13023
11628,13178
11629,13040
11630,13187
11631,13132
11632,13103
11633,13193
11634,13139
11635,13210
11636,13392
11637,13182
11638,13205
11639,13368
11640,13068
11641,18733
11642,13150
11643,13009
11644,13091
11645,13188
11646,13186
11647,13191
11648,13182
11649,13158
11650,13028
11651,13044
11652,13000
11653,13395
11654,13122
11655,17778
11656,13296
11657,13200
11658,13037
11659,13254
11660,13235
11661,13173
11662,13288
11663,13229
11664,13067
11665,13132
11666,13347
11667,13380
11668,13240
11669,13217
11670,13173
11671,13183
11672,13195
11673,13180
11674,13158
11675,13257
11676,13207
11677,13114
11678,13157
11679,13095
11680,13225
11681,13255
11682,13305
11683,13336
11684,13131
11685,13179
11686,13236
11687,13140
11688,13153
11689,13177
11690,13163
11691,13280
11692,13284
11693,13178
11694,13248
11695,13208
11696,13208
11697,13196
11698,13039
11699,13275
11700,13092
11701,13059
11702,13029
11703,13209
11704,13024
11705,13216
11706,13160
11707,13197
11708,13118
11709,13172
11710,13134
11711,12999
11712,13292
11713,13001
11714,13062
11715,13173
11716,13182
11717,13238
11718,13168
11719,13187
11720,13151
11721,13433
11722,13233
11723,13241
11724,13138
11725,13173
11726,13156
11727,18158
11728,13352
11729,13585
11730,13262
11731,13286
11732,13162
11733,13298
11734,13278
11735,13216
11736,13326
11737,13208
11738,13293
11739,13252
11740,13235
11741,13238
11742,13268
11743,13141
11744,13318
11745,13287
11746,13746
11747,13293
11748,13153
11749,13525
11750,13337
11751,13488
11752,13293
11753,13173
11754,13413
11755,13174
11756,13632
11757,13318
11758,13340
11759,13228
11760,13309
11761,13285
11762,13177
11763,13282
11764,13269
11765,13280
11766,13282
11767,13151
11768,13088
11769,13238
11770,13240
11771,13289
11772,13331
11773,13284
11774,13387
11775,13355
11776,13260
11777,13213
11778,13221
11779,13312
11780,13133
11781,13255
11782,13180
11783,13222
11784,13263
11785,13721
11786,13226
11787,13246
11788,13200
11789,13196
11790,13307
11791,13372
11792,13307
11793,13197
11794,13335
11795,13269
11796,13439
11797,13360
11798,17080
11799,13446
11800,13348
11801,13304
11802,13342
11803,13199
11804,13298
11805,13484
11806,13240
11807,13220
11808,13176
11809,13347
11810,13228
11811,13736
11812,13290
11813,13325
11814,13292
11815,13285
11816,13365
11817,13420
11818,13213
11819,13298
11820,13258
11821,13248
11822,13204
11823,13231
11824,13169
11825,13318
11826,13479
11827,13332
11828,13231
11829,13305
11830,13260
11831,13236
11832,13557
11833,13429
11834,13435
11835,13323
11836,13495
11837,13339
11838,13191
11839,17815
11840,13328
11841,13428
11842,13449
11843,13260
11844,13514
11845,13519
11846,13500
11847,13320
11848,13642
11849,13294
11850,13425
11851,13422
11852,13252
11853,13223
11854,13202
11855,13371
11856,13384
11857,13278
11858,13562
11859,13497
11860,13533
11861,13387
11862,13405
11863,13486
11864,13408
11865,13571
11866,13350
11867,13440
11868,13366
11869,13367
11870,13601
11871,18154
11872,13483
11873,13316
11874,13463
11875,13324
11876,13546
11877,13523
11878,13391
11879,13479
11880,13497
11881,13284
11882,13422
11883,13434
11884,13325
11885,13299
11886,13285
11887,13492
11888,13335
11889,13442
11890,13256
11891,13282
11892,13204
11893,13316
11894,13281
11895,13387
11896,13427
11897,13432
11898,13505
11899,13634
11900,13566
11901,13504
11902,16795
11903,13535
11904,13408
11905,13631
11906,13351
11907,13333
11908,13318
11909,13219
11910,13322
11911,36205
11912,13339
11913,13339
11914,13423
11915,13703
11916,13560
11917,13519
11918,13701
11919,13506
11920,13543
11921,13292
11922,13534
11923,13497
11924,13390
11925,13485
11926,26363
11927,17504
11928,13456
11929,18217
11930,13446
11931,13761
11932,13514
11933,13748
11934,13524
11935,13546
11936,13408
11937,13323
11938,13515
11939,13230
